Pager usage is off.
Timing is on.
 l_orderkey |   revenue   | o_orderdate | o_shippriority 
    5294916 |  90885.5478 | 1995-03-05  |              0
    3130660 |  90881.0943 | 1995-01-18  |              0
    5686791 |  90873.2409 | 1995-01-28  |              0
    5941958 |  90824.7552 | 1994-12-24  |              0
    4949573 |  90805.3600 | 1995-01-06  |              0
    2574182 |  90795.9611 | 1995-03-02  |              0
     851526 |  90763.4934 | 1994-12-07  |              0
    2060677 |  90725.2431 | 1995-02-05  |              0
    1314244 |  90698.5526 | 1995-01-21  |              0
    5891331 |  90694.1140 | 1995-03-10  |              0
    5399427 |  90659.9568 | 1994-12-11  |              0
     690819 |  90651.5904 | 1995-01-20  |              0
    4756774 |  90639.6480 | 1994-12-20  |              0
    5077696 |  90627.9216 | 1995-02-09  |              0
    4221766 |  90618.1992 | 1995-02-08  |              0
    5929510 |  90616.7776 | 1995-02-11  |              0
    2921190 |  90605.9608 | 1994-12-14  |              0
    4695328 |  90600.9432 | 1995-01-13  |              0
     829287 |  90591.0951 | 1995-01-22  |              0
    5963847 |  90570.9465 | 1995-01-28  |              0
    1209826 |  90546.7858 | 1995-02-03  |              0
    4360642 |  90518.5072 | 1995-02-01  |              0
    2191331 |  90491.1658 | 1995-01-14  |              0
    5939204 |  90488.2744 | 1995-01-19  |              0
    1389925 |  90457.4280 | 1995-02-25  |              0
     437063 |  90437.7826 | 1995-02-07  |              0
    1703299 |  90421.5053 | 1995-03-07  |              0
    5017222 |  90408.5514 | 1994-12-28  |              0
    3528261 |  90406.3856 | 1994-12-11  |              0
    2292994 |  90353.3428 | 1995-03-13  |              0
     399396 |  90319.6578 | 1995-03-11  |              0
     920998 |  90308.1526 | 1995-01-30  |              0
     287299 |  90294.6159 | 1995-02-06  |              0
    3241157 |  90267.8479 | 1995-03-11  |              0
    3062535 |  90259.5252 | 1994-12-30  |              0
    2438663 |  90248.7271 | 1995-02-07  |              0
    5249926 |  90216.0126 | 1994-11-28  |              0
    4418208 |  90204.9558 | 1994-12-25  |              0
    2105860 |  90199.5200 | 1995-03-01  |              0
    4199269 |  90178.8164 | 1995-01-25  |              0
    5705059 |  90175.7544 | 1995-03-14  |              0
    2642246 |  90134.3776 | 1995-03-05  |              0
    5138567 |  90104.6924 | 1995-01-15  |              0
    1302055 |  90096.8064 | 1995-03-05  |              0
    2940514 |  90052.1834 | 1995-02-14  |              0
     350370 |  89983.8360 | 1995-02-28  |              0
    2270310 |  89980.9040 | 1995-02-18  |              0
     680775 |  89962.1796 | 1995-01-26  |              0
    2769828 |  89940.1165 | 1995-03-05  |              0
    2715619 |  89926.8465 | 1995-01-24  |              0
    5329760 |  89900.1513 | 1994-12-21  |              0
    3934279 |  89895.5180 | 1995-02-23  |              0
    5086529 |  89887.2160 | 1995-01-17  |              0
    5182624 |  89876.0458 | 1995-03-05  |              0
    1407489 |  89839.1112 | 1995-01-29  |              0
    2566468 |  89822.9017 | 1995-03-07  |              0
    2340259 |  89812.5652 | 1994-12-26  |              0
    2314727 |  89804.4002 | 1995-01-08  |              0
    1050757 |  89801.9016 | 1994-12-23  |              0
    2032485 |  89800.9056 | 1995-03-10  |              0
      34433 |  89799.8972 | 1995-01-20  |              0
    5017927 |  89780.9981 | 1995-02-22  |              0
     793031 |  89738.2527 | 1995-02-15  |              0
    4642656 |  89711.5626 | 1995-01-15  |              0
    5410883 |  89648.5200 | 1994-12-28  |              0
     272096 |  89625.3600 | 1995-01-28  |              0
    4540453 |  89616.8850 | 1995-01-05  |              0
    3747650 |  89613.6000 | 1994-12-08  |              0
     204453 |  89590.7568 | 1995-01-26  |              0
    1593826 |  89582.5140 | 1995-01-23  |              0
    4837028 |  89578.6327 | 1995-01-04  |              0
     113475 |  89543.8170 | 1995-03-04  |              0
    2842055 |  89523.8524 | 1995-02-01  |              0
    1048902 |  89503.4340 | 1995-01-09  |              0
    4219687 |  89446.8586 | 1995-02-01  |              0
    5487458 |  89443.1230 | 1995-02-07  |              0
    5092896 |  89443.0000 | 1995-03-09  |              0
    4140356 |  89434.4511 | 1994-12-25  |              0
     159779 |  89417.1000 | 1994-12-24  |              0
    2928546 |  89351.9550 | 1995-02-22  |              0
     258272 |  89346.8628 | 1995-03-09  |              0
    2864134 |  89317.8408 | 1995-01-22  |              0
    1683268 |  89314.3820 | 1995-01-22  |              0
     346944 |  89299.3552 | 1995-01-05  |              0
    2802304 |  89264.7043 | 1995-02-18  |              0
    1152070 |  89243.7018 | 1995-01-26  |              0
    4782020 |  89206.7040 | 1994-12-04  |              0
    2870502 |  89199.4521 | 1995-02-27  |              0
    4654887 |  89192.1600 | 1995-01-07  |              0
    5709312 |  89183.3234 | 1995-02-04  |              0
    2287686 |  89139.7211 | 1995-01-30  |              0
    5247461 |  89126.8909 | 1995-02-13  |              0
    4844353 |  89123.1936 | 1995-02-01  |              0
     962658 |  89120.2314 | 1995-02-28  |              0
     477828 |  89087.6914 | 1995-02-09  |              0
    1303648 |  89061.4965 | 1995-03-08  |              0
     860131 |  89037.8792 | 1995-02-12  |              0
    4066884 |  89003.7906 | 1995-01-28  |              0
    1148930 |  88999.5288 | 1995-03-10  |              0
    4692419 |  88999.3626 | 1994-12-26  |              0
    3663044 |  88971.7892 | 1995-02-06  |              0
    5475268 |  88955.8726 | 1995-01-06  |              0
    2953959 |  88917.6476 | 1995-01-20  |              0
    3092128 |  88913.2036 | 1994-12-11  |              0
    2807872 |  88900.4100 | 1995-01-01  |              0
    2534913 |  88896.4515 | 1995-03-11  |              0
    5456802 |  88867.0224 | 1995-01-04  |              0
     911302 |  88858.7178 | 1994-12-18  |              0
    3229797 |  88846.8200 | 1995-01-11  |              0
    2655139 |  88846.4004 | 1994-12-09  |              0
    5519333 |  88837.4032 | 1995-01-25  |              0
    4127719 |  88830.7992 | 1995-02-10  |              0
    3058210 |  88807.7930 | 1995-03-05  |              0
    2247107 |  88781.6970 | 1995-01-15  |              0
    5035587 |  88755.9108 | 1995-01-23  |              0
    1000742 |  88719.0450 | 1994-12-22  |              0
    2005762 |  88718.9590 | 1995-03-14  |              0
    2439041 |  88701.8502 | 1994-12-11  |              0
    3051110 |  88679.7938 | 1995-02-11  |              0
    5747682 |  88675.8961 | 1995-03-11  |              0
    5153827 |  88648.2722 | 1995-01-18  |              0
     790082 |  88633.5000 | 1995-02-02  |              0
    4036870 |  88632.1652 | 1994-12-31  |              0
    2140324 |  88620.9732 | 1994-12-09  |              0
    2361152 |  88614.8340 | 1995-01-28  |              0
    5560611 |  88611.0858 | 1995-02-22  |              0
    3585383 |  88605.5133 | 1995-01-20  |              0
    1856994 |  88601.8096 | 1995-03-08  |              0
     150464 |  88583.0537 | 1995-03-12  |              0
    4411392 |  88562.0758 | 1994-12-24  |              0
    3924644 |  88536.9828 | 1995-03-08  |              0
    5267687 |  88536.1750 | 1995-02-02  |              0
    4190340 |  88474.1550 | 1995-01-30  |              0
    1759971 |  88467.5264 | 1995-02-27  |              0
    5780101 |  88465.4624 | 1995-01-07  |              0
    5906048 |  88463.2986 | 1994-12-24  |              0
    5495877 |  88457.2962 | 1995-01-15  |              0
    1886146 |  88450.1492 | 1995-02-20  |              0
    2146530 |  88444.5048 | 1995-01-23  |              0
    4019527 |  88426.5984 | 1994-12-31  |              0
    1194117 |  88423.1445 | 1995-02-05  |              0
    2027394 |  88409.6296 | 1995-03-07  |              0
    4924167 |  88400.4982 | 1994-12-14  |              0
    1257607 |  88359.0506 | 1995-01-13  |              0
    2619681 |  88355.0726 | 1995-02-27  |              0
    2348167 |  88313.7351 | 1994-12-23  |              0
     773444 |  88276.0186 | 1995-01-06  |              0
    2401316 |  88272.9680 | 1995-03-14  |              0
    5902306 |  88247.3460 | 1995-02-20  |              0
    4542116 |  88245.9982 | 1994-12-17  |              0
    1941029 |  88245.0408 | 1995-02-11  |              0
    4920321 |  88233.6756 | 1995-01-01  |              0
    5583040 |  88221.3378 | 1994-12-07  |              0
    2055012 |  88218.3420 | 1995-02-22  |              0
    4476867 |  88207.0056 | 1994-11-30  |              0
    1279683 |  88168.2510 | 1995-01-19  |              0
     246406 |  88120.9628 | 1995-01-12  |              0
    2523366 |  88116.5310 | 1995-01-31  |              0
    4373794 |  88095.5600 | 1995-02-02  |              0
    3956577 |  88092.6927 | 1995-01-11  |              0
    1595462 |  88090.4106 | 1995-01-24  |              0
    3956166 |  88065.5420 | 1994-12-15  |              0
    3458853 |  88049.2456 | 1995-01-21  |              0
     746880 |  88028.7712 | 1995-01-26  |              0
     354023 |  88015.0096 | 1994-12-09  |              0
    4568420 |  88007.1959 | 1995-01-13  |              0
     172225 |  88001.3012 | 1995-01-24  |              0
    1745761 |  87995.6224 | 1995-03-09  |              0
     267589 |  87970.0409 | 1995-02-03  |              0
     160612 |  87947.8808 | 1995-02-02  |              0
    2199362 |  87944.0292 | 1995-02-04  |              0
    4339616 |  87923.8620 | 1995-01-23  |              0
    1595649 |  87898.9910 | 1994-12-21  |              0
    1198503 |  87890.6016 | 1994-12-21  |              0
    1910274 |  87868.2534 | 1995-01-11  |              0
    3752386 |  87853.1790 | 1995-01-19  |              0
    5384418 |  87843.2256 | 1994-11-26  |              0
    2980293 |  87825.2592 | 1995-02-19  |              0
    3878274 |  87820.9542 | 1995-02-23  |              0
    5039846 |  87818.3649 | 1994-12-23  |              0
    5165157 |  87816.3270 | 1994-12-15  |              0
    1508867 |  87790.1704 | 1995-02-14  |              0
     831908 |  87789.6720 | 1994-12-24  |              0
    1601636 |  87788.3607 | 1995-03-08  |              0
    1462144 |  87779.1320 | 1995-02-01  |              0
    1633957 |  87759.4976 | 1995-02-28  |              0
    1860450 |  87750.4768 | 1995-01-25  |              0
    4253347 |  87745.6936 | 1995-02-15  |              0
    5560897 |  87722.9546 | 1995-02-07  |              0
    3680640 |  87715.7546 | 1995-02-15  |              0
    3934851 |  87713.6046 | 1995-02-16  |              0
    1255911 |  87679.0728 | 1994-12-03  |              0
    1033765 |  87668.0475 | 1995-01-12  |              0
    5717568 |  87642.7200 | 1995-01-11  |              0
    4552518 |  87614.1288 | 1995-02-23  |              0
    5506689 |  87598.3870 | 1995-03-11  |              0
    1188549 |  87560.0838 | 1994-12-25  |              0
    5420004 |  87551.3880 | 1995-02-06  |              0
    4863779 |  87545.9624 | 1994-12-12  |              0
    2384838 |  87524.8503 | 1994-12-31  |              0
    3766566 |  87473.0569 | 1995-01-09  |              0
    4639588 |  87467.0118 | 1995-02-22  |              0
    3482695 |  87465.6344 | 1995-02-08  |              0
    4254019 |  87454.4160 | 1994-12-09  |              0
    3826370 |  87395.9148 | 1994-12-26  |              0
    3527525 |  87371.8915 | 1995-01-13  |              0
    2458785 |  87347.3601 | 1995-01-01  |              0
    4547777 |  87345.2800 | 1994-12-18  |              0
    5091712 |  87337.7671 | 1995-03-10  |              0
    5064546 |  87298.6492 | 1995-02-03  |              0
    3245445 |  87279.6673 | 1995-01-27  |              0
    3201255 |  87266.0313 | 1995-01-25  |              0
     786273 |  87241.4415 | 1994-12-19  |              0
    3322469 |  87240.6431 | 1995-02-15  |              0
    1099809 |  87199.9542 | 1995-02-26  |              0
    5864896 |  87191.5967 | 1994-12-01  |              0
     727174 |  87173.1028 | 1995-01-17  |              0
    3841347 |  87157.9653 | 1995-01-15  |              0
    3386912 |  87146.5370 | 1994-12-30  |              0
    2604935 |  87127.7386 | 1995-02-21  |              0
     337568 |  87092.7159 | 1994-12-12  |              0
     824000 |  87088.2392 | 1995-01-15  |              0
     730116 |  87071.0340 | 1994-12-24  |              0
    1697155 |  87064.2609 | 1995-02-17  |              0
    5089412 |  87060.3452 | 1994-12-07  |              0
    2417923 |  87058.1700 | 1994-12-21  |              0
    3338209 |  87057.8328 | 1995-02-18  |              0
    3396611 |  87025.6770 | 1995-01-19  |              0
    3545410 |  87016.4744 | 1994-12-03  |              0
    1350176 |  87010.6848 | 1995-01-20  |              0
    1935682 |  87007.5360 | 1995-01-14  |              0
    4492992 |  86997.4440 | 1995-01-11  |              0
    2455303 |  86976.4720 | 1995-01-21  |              0
     734756 |  86915.8080 | 1995-01-13  |              0
    4046887 |  86883.5180 | 1995-01-29  |              0
    3978916 |  86865.6192 | 1995-02-07  |              0
     270816 |  86864.2681 | 1995-01-27  |              0
     148930 |  86829.5456 | 1995-01-07  |              0
    2357920 |  86819.5159 | 1995-01-20  |              0
     330627 |  86781.5128 | 1995-01-30  |              0
    4630466 |  86771.5800 | 1995-03-01  |              0
    2028293 |  86749.6080 | 1995-02-24  |              0
    5687553 |  86735.4900 | 1995-01-08  |              0
      79334 |  86713.8100 | 1995-03-13  |              0
    3508096 |  86706.7272 | 1995-01-14  |              0
    5156322 |  86616.9815 | 1994-12-12  |              0
    1822534 |  86611.5430 | 1995-01-10  |              0
    4827463 |  86605.0877 | 1995-03-12  |              0
    4675334 |  86585.5690 | 1995-02-18  |              0
    5918849 |  86570.6058 | 1994-12-30  |              0
    1993063 |  86549.3664 | 1994-11-17  |              0
    1255585 |  86526.2484 | 1995-02-27  |              0
    4901763 |  86519.7340 | 1995-02-03  |              0
     580128 |  86500.0176 | 1994-12-28  |              0
    1327876 |  86487.2100 | 1995-01-06  |              0
    3748961 |  86465.7700 | 1995-02-03  |              0
    4499042 |  86462.9275 | 1995-02-16  |              0
    4272837 |  86454.7367 | 1995-02-27  |              0
    2877125 |  86419.6500 | 1995-02-28  |              0
    4734343 |  86383.9265 | 1995-01-21  |              0
     159781 |  86370.7208 | 1995-01-18  |              0
    3208096 |  86368.8074 | 1994-12-13  |              0
    2106852 |  86362.6216 | 1995-01-01  |              0
     682180 |  86356.8540 | 1994-12-09  |              0
    1230337 |  86345.3184 | 1995-01-01  |              0
    4448640 |  86329.0340 | 1995-02-20  |              0
    5731973 |  86326.2828 | 1995-02-03  |              0
    5526562 |  86307.9938 | 1995-02-01  |              0
    2792354 |  86244.0400 | 1995-01-07  |              0
    4317283 |  86230.4895 | 1995-01-10  |              0
     177668 |  86164.5345 | 1994-11-22  |              0
    2280836 |  86159.8671 | 1995-02-15  |              0
    3235651 |  86138.4368 | 1995-02-23  |              0
     844226 |  86136.0687 | 1995-02-18  |              0
    3653093 |  86127.0323 | 1995-02-16  |              0
    2905186 |  86097.0742 | 1995-02-01  |              0
    1294113 |  86073.2817 | 1995-02-18  |              0
    4963331 |  86047.1584 | 1995-01-24  |              0
    2961572 |  85976.5248 | 1995-02-23  |              0
    1612320 |  85976.3322 | 1995-01-01  |              0
    2851970 |  85908.4432 | 1994-12-17  |              0
     429922 |  85901.4202 | 1995-03-03  |              0
    4761541 |  85893.5291 | 1995-01-15  |              0
    2422496 |  85856.7024 | 1995-01-31  |              0
     762403 |  85830.5524 | 1995-01-05  |              0
    5753797 |  85827.8316 | 1995-01-02  |              0
    1225089 |  85808.4208 | 1995-02-20  |              0
    2792353 |  85801.4642 | 1995-02-17  |              0
    4946916 |  85796.1056 | 1995-03-13  |              0
    5618820 |  85775.1160 | 1995-02-19  |              0
    5147970 |  85757.9550 | 1994-11-23  |              0
    2330369 |  85756.8345 | 1995-02-28  |              0
    2212965 |  85741.8932 | 1995-02-16  |              0
    4687110 |  85737.9696 | 1995-02-02  |              0
    3453795 |  85732.8660 | 1995-02-26  |              0
    3084931 |  85727.0909 | 1995-02-27  |              0
    1106656 |  85717.8640 | 1995-01-07  |              0
    3798595 |  85713.7204 | 1995-02-24  |              0
    3848994 |  85689.8862 | 1995-02-23  |              0
    1807590 |  85677.8880 | 1995-01-04  |              0
    3216193 |  85665.4848 | 1995-01-05  |              0
    4268263 |  85665.4806 | 1994-12-13  |              0
     772903 |  85656.6104 | 1994-12-05  |              0
    3723590 |  85643.8488 | 1995-02-07  |              0
    1435938 |  85637.9694 | 1995-01-09  |              0
    2074277 |  85635.7740 | 1995-02-21  |              0
    5063970 |  85610.0402 | 1995-01-17  |              0
    2566756 |  85573.0272 | 1994-12-16  |              0
    5645506 |  85550.8762 | 1995-02-06  |              0
    2516583 |  85542.5750 | 1994-12-30  |              0
    4297861 |  85533.2379 | 1994-12-29  |              0
    2400419 |  85530.1533 | 1995-03-11  |              0
    2605344 |  85509.9704 | 1995-01-02  |              0
     752132 |  85491.5420 | 1995-02-09  |              0
    1789985 |  85446.9408 | 1995-02-13  |              0
    3167074 |  85438.2100 | 1995-03-09  |              0
    4213604 |  85429.4826 | 1995-01-04  |              0
    5531489 |  85414.9978 | 1995-01-20  |              0
    2961057 |  85404.6664 | 1995-03-02  |              0
    4571685 |  85369.4460 | 1995-01-12  |              0
    4461248 |  85368.1266 | 1995-01-02  |              0
    3032641 |  85366.1914 | 1995-03-06  |              0
    2165668 |  85350.3378 | 1995-01-19  |              0
    3089284 |  85348.8558 | 1995-01-11  |              0
      66215 |  85334.6368 | 1995-01-14  |              0
    2543043 |  85288.3455 | 1995-02-22  |              0
    1842182 |  85276.7972 | 1995-01-11  |              0
    5113637 |  85266.0160 | 1995-01-22  |              0
    3806086 |  85254.8428 | 1995-01-18  |              0
    5363685 |  85246.0335 | 1995-01-26  |              0
    4684929 |  85230.8550 | 1995-03-11  |              0
    4613765 |  85196.9130 | 1994-12-04  |              0
    4410786 |  85194.7962 | 1995-02-06  |              0
    4625603 |  85166.4541 | 1994-12-17  |              0
    5950499 |  85148.9885 | 1995-03-09  |              0
    5247940 |  85132.1060 | 1995-02-07  |              0
     959840 |  85129.0708 | 1995-02-03  |              0
    5828358 |  85121.3430 | 1995-01-31  |              0
      38822 |  85112.1180 | 1994-12-28  |              0
    2331008 |  85096.6624 | 1995-01-12  |              0
    3268322 |  85090.0091 | 1995-01-23  |              0
    5257283 |  85089.1994 | 1995-01-18  |              0
    1675328 |  85073.3826 | 1995-02-24  |              0
    4511107 |  85046.1398 | 1994-12-11  |              0
    2752006 |  85044.1008 | 1995-02-07  |              0
    1078567 |  85024.5589 | 1995-02-08  |              0
    5649216 |  85013.7672 | 1995-02-22  |              0
    5591749 |  85012.1303 | 1995-01-16  |              0
    1593991 |  84957.8944 | 1994-12-28  |              0
    5995909 |  84946.4721 | 1995-02-17  |              0
    1586912 |  84941.1174 | 1995-02-03  |              0
    4926818 |  84937.8383 | 1995-02-01  |              0
    2570243 |  84925.0959 | 1995-01-09  |              0
    3429120 |  84909.4104 | 1994-12-30  |              0
    1906406 |  84886.7040 | 1995-02-22  |              0
    2919876 |  84882.6056 | 1995-03-08  |              0
    4002977 |  84870.7588 | 1995-02-11  |              0
    2902819 |  84869.9774 | 1994-12-16  |              0
    5142118 |  84834.1890 | 1994-12-05  |              0
    5822787 |  84833.1600 | 1995-01-09  |              0
    1612966 |  84792.0200 | 1994-12-26  |              0
    3081669 |  84773.7567 | 1995-01-09  |              0
    5318277 |  84732.0054 | 1995-01-21  |              0
    1622593 |  84715.0832 | 1995-01-27  |              0
    1371972 |  84677.1822 | 1995-01-04  |              0
     452807 |  84653.3952 | 1994-12-07  |              0
     391490 |  84648.4032 | 1995-01-28  |              0
    1922757 |  84642.7936 | 1995-01-12  |              0
    3588993 |  84603.0080 | 1995-01-08  |              0
    1107200 |  84602.3744 | 1995-01-14  |              0
    4456450 |  84599.3783 | 1995-02-20  |              0
    3166720 |  84589.2628 | 1995-02-23  |              0
    1354087 |  84569.8731 | 1995-01-06  |              0
    3824387 |  84561.4056 | 1995-01-25  |              0
    5692321 |  84556.5438 | 1994-12-10  |              0
    1777859 |  84553.4700 | 1995-02-25  |              0
    1401348 |  84551.8500 | 1994-12-28  |              0
    3345376 |  84551.5512 | 1995-01-26  |              0
    4993888 |  84539.3267 | 1994-12-21  |              0
     241121 |  84527.7208 | 1995-01-20  |              0
    1352807 |  84514.5728 | 1994-11-24  |              0
    4614501 |  84503.1800 | 1994-12-11  |              0
    3110214 |  84491.1723 | 1995-02-09  |              0
    2606658 |  84488.2492 | 1995-02-04  |              0
    2494562 |  84480.7415 | 1995-01-06  |              0
    5253569 |  84473.9616 | 1994-11-29  |              0
    1703239 |  84454.2492 | 1995-02-11  |              0
    3067174 |  84449.6147 | 1995-02-23  |              0
    5920772 |  84446.1271 | 1994-12-30  |              0
    5783008 |  84423.1780 | 1995-02-25  |              0
    2193284 |  84418.0416 | 1994-12-16  |              0
    1680739 |  84407.8928 | 1995-02-24  |              0
    2548324 |  84401.6352 | 1995-02-02  |              0
    4803461 |  84398.5910 | 1995-02-21  |              0
    4648039 |  84395.3781 | 1995-02-21  |              0
    3525441 |  84391.8172 | 1994-12-22  |              0
     713760 |  84387.6872 | 1995-01-20  |              0
    5239143 |  84357.2072 | 1995-02-25  |              0
     207361 |  84328.5605 | 1995-01-10  |              0
      22756 |  84310.6400 | 1994-12-25  |              0
    3765799 |  84272.8412 | 1994-12-19  |              0
    3069061 |  84199.0568 | 1994-12-19  |              0
    4214273 |  84192.0750 | 1995-02-22  |              0
     281697 |  84189.8820 | 1994-12-12  |              0
    3002563 |  84175.3047 | 1995-03-12  |              0
    3045379 |  84132.4683 | 1995-01-09  |              0
    5261735 |  84127.4478 | 1994-12-27  |              0
     415012 |  84118.6176 | 1995-03-04  |              0
     771264 |  84065.9400 | 1995-01-20  |              0
     821825 |  84054.1159 | 1995-02-11  |              0
    5582434 |  84048.6510 | 1995-02-06  |              0
    5005347 |  84032.3442 | 1995-03-02  |              0
    3449955 |  84004.6020 | 1995-02-13  |              0
    4509185 |  83964.6972 | 1995-02-23  |              0
    1480865 |  83962.5605 | 1995-01-29  |              0
     269799 |  83960.4912 | 1995-01-18  |              0
    2019907 |  83951.1100 | 1995-01-25  |              0
    3382756 |  83947.8876 | 1995-01-10  |              0
    5004997 |  83931.8434 | 1994-12-28  |              0
     821863 |  83929.7800 | 1994-11-27  |              0
    5161222 |  83907.0970 | 1995-03-03  |              0
     438180 |  83890.2442 | 1994-12-03  |              0
    2249474 |  83880.1805 | 1995-02-09  |              0
    3223173 |  83862.4915 | 1995-01-10  |              0
    3685124 |  83859.1992 | 1995-01-03  |              0
    1357251 |  83807.4446 | 1994-12-20  |              0
    5825282 |  83798.5742 | 1995-03-12  |              0
    5511142 |  83780.7857 | 1995-02-02  |              0
    1063843 |  83769.7248 | 1994-12-08  |              0
    5817376 |  83757.8462 | 1995-01-18  |              0
    3784227 |  83727.4800 | 1995-02-12  |              0
    4363748 |  83726.5572 | 1995-01-11  |              0
    2230983 |  83715.8600 | 1995-01-18  |              0
    1355808 |  83703.7824 | 1995-03-11  |              0
    5049313 |  83672.3600 | 1995-03-14  |              0
    2161026 |  83668.5720 | 1994-11-26  |              0
    3571207 |  83659.9995 | 1995-01-07  |              0
    3739010 |  83650.1300 | 1994-12-08  |              0
    1619553 |  83641.6631 | 1995-02-11  |              0
     564326 |  83639.6150 | 1995-01-19  |              0
    1646406 |  83626.2540 | 1995-03-10  |              0
    1213477 |  83626.0560 | 1995-01-07  |              0
    4853478 |  83622.9693 | 1994-12-29  |              0
    4088288 |  83621.4436 | 1995-02-13  |              0
    1392997 |  83621.1420 | 1995-01-11  |              0
     381509 |  83614.5760 | 1995-02-16  |              0
    2077607 |  83565.1314 | 1995-01-10  |              0
    2399907 |  83546.3916 | 1995-01-10  |              0
     736064 |  83542.0692 | 1995-01-16  |              0
    5862532 |  83529.4680 | 1995-01-10  |              0
    1810016 |  83509.7316 | 1994-12-25  |              0
     594853 |  83497.6660 | 1995-01-16  |              0
    1229763 |  83460.7923 | 1995-02-18  |              0
    1019206 |  83441.7598 | 1995-02-20  |              0
     180097 |  83434.1862 | 1995-02-26  |              0
    2884163 |  83393.3744 | 1995-02-13  |              0
    4402439 |  83369.8582 | 1994-12-19  |              0
    4987201 |  83353.4224 | 1995-02-21  |              0
     217860 |  83339.3470 | 1994-12-28  |              0
     106819 |  83336.6105 | 1994-12-25  |              0
    1698693 |  83336.3052 | 1995-03-03  |              0
    3718342 |  83333.3661 | 1995-02-03  |              0
    1391942 |  83328.4650 | 1995-02-07  |              0
    4337092 |  83312.2020 | 1995-02-08  |              0
     264163 |  83308.4700 | 1994-12-23  |              0
    4431237 |  83306.5666 | 1995-01-11  |              0
    1631968 |  83294.3189 | 1995-01-09  |              0
    1888387 |  83289.1410 | 1995-01-07  |              0
    4608484 |  83282.3600 | 1994-11-30  |              0
    5927110 |  83262.3868 | 1995-03-14  |              0
    3942114 |  83260.9732 | 1995-02-01  |              0
    4333312 |  83254.4284 | 1995-02-20  |              0
    4869221 |  83252.3502 | 1995-03-11  |              0
    1581251 |  83251.3920 | 1995-02-04  |              0
    3565927 |  83241.4368 | 1995-01-11  |              0
    2892551 |  83238.2568 | 1994-12-13  |              0
    1386853 |  83233.1600 | 1994-12-27  |              0
    2728257 |  83201.4964 | 1995-02-06  |              0
    2881958 |  83194.6500 | 1994-12-11  |              0
    2128162 |  83194.5555 | 1995-03-07  |              0
    2918439 |  83190.1488 | 1994-11-28  |              0
    2573153 |  83135.0568 | 1995-03-02  |              0
    4872706 |  83127.1728 | 1995-01-20  |              0
    3880357 |  83113.9204 | 1994-12-20  |              0
    1347169 |  83108.4864 | 1995-01-07  |              0
    3743590 |  83076.0881 | 1995-01-19  |              0
     823328 |  83075.0161 | 1995-02-02  |              0
      37863 |  83045.8222 | 1995-02-25  |              0
     581191 |  83009.9774 | 1994-12-21  |              0
      57378 |  83003.4540 | 1994-12-29  |              0
    1623236 |  83003.0058 | 1994-11-28  |              0
    4991521 |  82991.7420 | 1995-02-13  |              0
    1694240 |  82982.7700 | 1994-12-24  |              0
    3325762 |  82973.8000 | 1995-01-08  |              0
    2548356 |  82967.1136 | 1995-03-10  |              0
    1112806 |  82964.4756 | 1994-12-10  |              0
    1242310 |  82961.7916 | 1995-02-06  |              0
    1331719 |  82935.5288 | 1995-03-11  |              0
    3136771 |  82929.4425 | 1995-02-28  |              0
    5750528 |  82917.3009 | 1995-03-06  |              0
    2741671 |  82908.2272 | 1995-01-26  |              0
    3440449 |  82907.7180 | 1995-01-11  |              0
    4980993 |  82848.5004 | 1995-01-14  |              0
    1944577 |  82841.1294 | 1995-01-29  |              0
    2594948 |  82829.6796 | 1995-02-01  |              0
    4562247 |  82820.1879 | 1995-01-24  |              0
    4346021 |  82814.4818 | 1995-03-03  |              0
    1896608 |  82812.4624 | 1995-01-10  |              0
    5925730 |  82810.6764 | 1994-12-25  |              0
    1616807 |  82775.7202 | 1994-12-12  |              0
     991429 |  82773.7445 | 1995-03-13  |              0
    4801890 |  82747.4990 | 1995-01-18  |              0
     722373 |  82741.1624 | 1995-01-17  |              0
     274311 |  82729.7184 | 1994-12-11  |              0
    2898020 |  82720.2890 | 1995-03-12  |              0
     134627 |  82704.0420 | 1994-12-29  |              0
    1537478 |  82687.2233 | 1995-01-21  |              0
    4924646 |  82649.7104 | 1995-02-12  |              0
    2262560 |  82632.6704 | 1995-01-13  |              0
    1648548 |  82632.0640 | 1995-01-10  |              0
    5366469 |  82617.4926 | 1995-01-15  |              0
    4998721 |  82611.2892 | 1995-01-18  |              0
    4520480 |  82596.9679 | 1995-02-16  |              0
    1012612 |  82591.3228 | 1994-12-29  |              0
    3229121 |  82586.2764 | 1994-12-21  |              0
    2898054 |  82562.6484 | 1994-12-01  |              0
    1029574 |  82548.8300 | 1995-03-10  |              0
    5737441 |  82523.1106 | 1995-02-25  |              0
    5478629 |  82469.5431 | 1994-12-08  |              0
    2487745 |  82458.9072 | 1995-03-02  |              0
    3248007 |  82435.4388 | 1994-12-01  |              0
    1729124 |  82430.5176 | 1994-12-25  |              0
    4020037 |  82421.7128 | 1994-12-13  |              0
    3055047 |  82415.2560 | 1994-12-26  |              0
    5262279 |  82402.7900 | 1995-01-16  |              0
    5371397 |  82392.9804 | 1995-01-09  |              0
    2815844 |  82352.3256 | 1995-01-22  |              0
    5487782 |  82342.7092 | 1995-02-11  |              0
    4553479 |  82341.9790 | 1995-02-22  |              0
